"ID_Epic","issue_num","assignee","description","timeoriginalestimate","timeestimate","timespent"
"10822","245","JIRAUSER10401","URL Serveur : 172.16.4.184

user
 * login : tdev
 * pwd : Ta******","3600","0","3600"
"10823","246","JIRAUSER10401",NULL,"3600","0","3600"
"10824","247","JIRAUSER10401",NULL,"10800","0","10800"
"10825","248","JIRAUSER10501","{color:#ff0000}*No - Yes*{color}

*Cancel*: Are you sure you want to cancel the form? 

*Approve*: Are you sure you want to approve the loan? 

*Reject*: Are you sure you want to reject the loan?

*Submit*: Are you sure you want to submit the loan for approval?

*Agreed*: The loan application will be approved on the CBS system, are you sure you want to proceed?

*Declined*: Are you want to save the form?

*Delete*: Are you sure you want to delete -----?

*Previous*: Are you sure you want to exit this screen, nothing will be saved?  (when there is a crud in the screen)","14400","0","18000"
"10826","249","JIRAUSER10401","habilitation par ecran

Table IHM Root

Table habilitation

 ","57600","0",NULL
"10827","250","JIRAUSER10401","Add 'ask for review'

Add assign to (system user) before inform customer

[~soumaya.barkallah] update fichier excel","1800","0","10800"
"10828","251","JIRAUSER10100"," 

!image-2020-06-29-17-09-24-298.png!

 

!image-2020-06-29-17-09-45-771.png!","3600","0","3600"
"10829","252","JIRAUSER10100",NULL,"43200","0","43200"
"10830","253","JIRAUSER10401","user|porfolio|is default

only one default user per agence","28800","0","28800"
"10831","254","JIRAUSER10101","Setting and user guide

fichier excel","28800","0","14400"
"10832","255","JIRAUSER10401","Analyser les raisons de rejet/ Cancel 

Mapping ACM/Abacus","7200","0","10800"
"10833","256","JIRAUSER10401","Config dans ABACUS : *select * from CUProductLoanProcesses*","14400","0","21600"
"10834","257","JIRAUSER10101",NULL,"28800","28800",NULL
"10835","258","JIRAUSER10401","BE- Ajouter le méchanisme

FE- Ajouter bouton dans le setting ""Refresh Setting"" ","43200","0","64800"
"10836","259","JIRAUSER10600",NULL,"43200","0","43200"
"10837","260","JIRAUSER10600",NULL,"14400","0","14400"
"10838","261","JIRAUSER10101",NULL,"14400","0","14400"
"10839","262","JIRAUSER10501"," 
  Check Guarantor","57600","0","57600"
"10840","263","JIRAUSER10501","Check collateral","28800","0","14400"
"10841","264","JIRAUSER10501"," Submit LA

Add Financial Analysis","28800","0","28800"
"10842","265","JIRAUSER10100","Reject LA on CBS

Initial check","43200","0","57600"
"10843","266","JIRAUSER10501","check Guarantor/Collateral param

Field visit","28800","0","28800"
"10844","267","JIRAUSER10600",NULL,"7200","0","7200"
"10845","268","JIRAUSER10600","Customer accounts/Schedule/Any others??","7200","0","7200"
"10846","269","JIRAUSER10401","Un seul composant au lieu de 2.

Order by date asc

agrandir la colonne note (popup)

 ","21600","0","43200"
"10847","270","JIRAUSER10600","loan agreement 

signed schedule

guarantor agreement ","21600","0","14400"
"10900","271","JIRAUSER10401","!image-2020-06-15-10-20-54-059.png|width=733,height=283!","28800","0",NULL
"10902","273","JIRAUSER10600","{color:#00875a}Success! (/){color}

{color:#00875a}Changes have been saved Successfully!{color}

 

 

 ","28800","0","14400"
"10903","274","JIRAUSER10501",NULL,"28800","0","28800"
"10904","275","JIRAUSER10401",NULL,"7200","0","7200"
"10905","276","JIRAUSER10101","Quel path choisir?
 *  C/G - **Considérer que les guaranties ne sont pas requises et donc le workflow va passer à l'étape Upload documents
 *  Documents:  ajouter un message à l'écran:
 ** {color:#FF0000}*Aucun document n'est configuré pour ce produit de prêt, veuillez contacter votre administrateur*{color}
 ** {color:#FF0000}*No document configured for this loan product, please contact your administrator*{color}

 ","14400","0","7200"
"10906","277","JIRAUSER10101","Put Calendar and planning in the same page

filter by status

remove the cancel

 ","28800","28800",NULL
"10907","278","JIRAUSER10600",NULL,"14400","0","14400"
"10908","279","JIRAUSER10501",NULL,"7200","0",NULL
"10909","280","JIRAUSER10100","Calculator

Reject/Cancellation

Approval

Login","0","0",NULL
"10910","281","JIRAUSER10600","Autres modifications faites par l'équipe:

I18N approval / Field Visit (écran approval)

ajout pagination  schedule dans approval screen

enlever la roue jaune","7200","0","7200"
"10911","282","JIRAUSER10101",NULL,"0","0",NULL
"10912","283","JIRAUSER10101","54544814 | 21628438351
 54-544-814 | (216)28-438-351
 ","0","0",NULL
"10913","284","JIRAUSER10401","avec  @Moez","21600","0","21600"
"10914","285","JIRAUSER10501","[http://172.16.4.180:8090/pages/viewpage.action?pageId=4030759]

 ","14400","0","7200"
"10915","286","JIRAUSER10101",NULL,"0","0",NULL
"10916","287","JIRAUSER10100",NULL,"7200","0","21600"
"10917","288","JIRAUSER10600",NULL,"28800","0","14400"
"10918","289","JIRAUSER10600",NULL,"28800","0","21600"
"10919","290","JIRAUSER10600","*version*: 0.1.19

*Environnement* : QA
----
h5. *Ecrans:*

Tous les écrans d'ajout de documents
----
h5. Etapes de reproduction :
 # Ajouter document 
 # Click sur Save

----
h5. Résultat attendu :

Le document est enregistré une SEULE fois
----
h5. Résultat obtenu :

Quand je clique plusieurs fois sur le bouton save, le document est enregistré autant de fois que les click et la fenetre de confirmation est affiché en conséquence","14400","0","7200"
"10920","291","JIRAUSER10401",NULL,"14400","0","14400"
"10921","292","JIRAUSER10401","IF OBJECT_ID('dbo.ACM_SETTING_GUARANTOR_COLLATERAL', 'U') IS NOT NULL

DROP TABLE dbo.ACM_SETTING_GUARANTOR_COLLATERAL;


CREATE TABLE ACM_SETTING_GUARANTOR_COLLATERAL(
    ID_ACM_SETTING_GUARANTOR_COLLATERAL BIGINT NOT NULL IDENTITY(1,1) PRIMARY KEY,

ID_PRODUCT BIGINT NOT NULL,

CODE VARCHAR (256) NOT NULL,

key_ABACUS VARCHAR (256) NOT NULL,

DESCRIPTION VARCHAR (512) NULL,

MANDATORY bit NOT NULL,

DATE_DEBUT date NULL,

DATE_FIN date NULL,

ACM_ENABLED BIT NOT NULL,

DATE_INSERTION DATE NULL,

INSERT_BY  VARCHAR (256) NULL,

DATE_LAST_UPDATE DATE NULL,

UPDATED_BY  VARCHAR (256) NULL,

ACM_VERSION INT NULL,);","0","0",NULL
"10922","29","JIRAUSER10000",NULL,"14400","14400",NULL
"10924","31","JIRAUSER10000",NULL,"14400","14400",NULL
"10925","32","JIRAUSER10000",NULL,"14400","14400",NULL
"10926","33","JIRAUSER10000",NULL,"14400","0","86400"
"10927","34","JIRAUSER10000",NULL,"28800","28800",NULL
"10928","35","JIRAUSER10400",NULL,"7200","7200",NULL
"10929","36","JIRAUSER10400","{color:#FF0000}Durant cette étiquette j'ai travaillé sur la visualisation du remboursement que lors du jour courant. {color}","14400","0","14400"
"10931","38","JIRAUSER10400",NULL,"28800","14400","14400"
"10933","40","JIRAUSER10400",NULL,"28800","0","57600"
"10934","41","JIRAUSER10400",NULL,"28800","0","28800"
"10936","43","JIRAUSER10400",NULL,"7200","0","3600"
"10937","44","JIRAUSER10400",NULL,"14400","0","57600"
"10938","45","JIRAUSER10400",NULL,"57600","28800","28800"
"10939","46","JIRAUSER10400",NULL,"57600","0","86400"
"10940","47","JIRAUSER10400",NULL,"3600","0","3600"
"10941","293","JIRAUSER10401",NULL,"7200","0","7200"
"10942","294","JIRAUSER10401","Ajout des nouveaux colonnes :

CULoan.CreationDate AS CREATION_DATE,

CULoanPart.TermPeriodNum AS TERM_PERIOD,

PaymentPeriod.AdjDescription AS PERIOD_FREQ,

CULoanPart.IssueDate AS ISSUE_DATE,

CULoanPart.IssueFeeAmount AS ISSUE_FEE_AMOUNT,

CUProductLoanInterest.BaseRate + CUProductLoanInterest.Rate AS PRODUCT_RATE, 
 CULoanPart.GracePeriod AS GRACEPERIOD,

CUAccountIndustryCode.Code AS ACCOUNTINDUSTRYCODE_CODE, 
 CUAccountIndustryCode.Description AS ACCOUNTINDUSTRYCODE_DESCRIPTION,

CUProductLoanReasons.Code AS PRODUCTLOANREASONS_CODE,

CUProductLoanReasons.Description AS PRODUCTLOANREASONS_DESCRIPTION,

CuLoan.STATUS","14400","0","25200"
"11000","295","JIRAUSER10401",NULL,"14400","0","43200"
"11001","296","JIRAUSER10501",NULL,"14400","0","7200"
"11002","297","JIRAUSER10600",NULL,"14400","0","14400"
"11003","298","JIRAUSER10501",NULL,"1800","0","30"
"11004","299","JIRAUSER10100",NULL,"14400","0","14400"
"11005","300","JIRAUSER10600",NULL,"14400","0","14400"
"11007","302","JIRAUSER10100",NULL,"7200","0","7200"
"11008","303","JIRAUSER10501",NULL,"57600","0","57600"
"11009","304","JIRAUSER10101","ca ete decidé d afficher l ecran d approbabtion avec bouton exit","0","0",NULL
"11010","305",NULL,NULL,"28800","28800",NULL
"11012","307","JIRAUSER10501",NULL,"14400","0","12600"
"11013","308","JIRAUSER10600",NULL,"14400","0","14400"
"11014","309","JIRAUSER10401",NULL,"14400","0","7200"
"11015","310","JIRAUSER10401",NULL,"28800","0","28800"
"11016","311","JIRAUSER10100",NULL,"14400","0","14400"
"11017","312","JIRAUSER10501","_incluant review_

_previous/ next controls in all steps_","57600","0","57600"
"11018","313","JIRAUSER10401","liaison entre USER / LOAN :
 # loan -> *portfolioID*
 # user -> *portfolioID*

loan sera affecter automatiquement au user ayant le même portfolioID (update colonne ""owner"" dans la table loan)

*{color:#de350b}NB{color}* : en cas ou pas de correspondance dans la table -> on affect le loan au user ""ADMIN""","14400","0","50400"
"11019","314","JIRAUSER10401",NULL,"3600","0","3600"
"11020","315","JIRAUSER10501",NULL,"10800","0","14400"
"11021","48","JIRAUSER10400",NULL,"14400","0","21600"
"11022","316","JIRAUSER10600","Ajout pour les deux écrans :
 # add Docume,ts
 # Upload signed agreements

 
 * {color:#FF0000}*Aucun document n'est configuré pour ce produit de prêt, veuillez contacter votre administrateur*{color}
 * {color:#FF0000}*No document configured for this loan product, please contact your administrator*{color}

{color:#FF0000} {color}","7200","0","7200"
"11023","317","JIRAUSER10401","update batch to check user ID extern & user name","28800","0","14400"
"11024","318","JIRAUSER10401",NULL,"28800","0","57600"
"11026","320",NULL,"to be discussed","28800","0",NULL
"11027","321","JIRAUSER10401",NULL,"14400","0","21600"
"11028","322","JIRAUSER10401","Groupe utilisé a la date +*02/06/2020*+:

 
|*{color:#172b4d}ID_ACM_GROUPE{color}*|*{color:#172b4d}CODE{color}*|*{color:#172b4d}LIBELLE{color}*|*{color:#172b4d}DESCRIPTION{color}*|
|1|ADMINISTRATOR|Administrator|Groupe pour Administrator|
|19|CONSEILLER_CREDIT|Conseiller Crédit|Groupe pour Conseiller Crédit|
|21|CONSEILLER_ACCOMPAGNEMENT|Conseiller Accompagnement|Groupe pour Conseiller Accompagnement|
|22|DIRECTEUR_AGENCE|Directeur d'Agence|Groupe pour Directeur d'Agence|
|27|CHARGE_RECOUVREMENT|Chargé Recouvrement|Groupe pour Chargé Recouvrement|","57600","0","21600"
"11029","323","JIRAUSER10100","*URL* : [https://172.16.4.182:8080/api/login]

*Method* : Post
 *Body Type* : x-wwww-form-urlencoded
 *Body* :
 - username : ACM
 - password : 12345
 - deviceId : ""default""","3600","0","3600"
"11030","324","JIRAUSER10401",NULL,"14400","0","7200"
"11031","325","JIRAUSER10100",NULL,"14400","0","18000"
"11032","326","JIRAUSER10100",NULL,"10800","0","10800"
"11034","328","JIRAUSER10401",NULL,"14400","0","14400"
"11035","329","JIRAUSER10100",NULL,"14400","0","14400"
"11036","330","JIRAUSER10501","Collateral in ACM +la description est la même qu'on a crée dans ABACUS !!!+","7200","0","7200"
"11037","331","JIRAUSER10401",NULL,"0","0",NULL
"11038","332","JIRAUSER10600",NULL,"14400","0","14400"
"11039","333","JIRAUSER10401",NULL,"14400","0","14400"
"11040","334","JIRAUSER10501",NULL,"7200","0","7200"
"11041","335","JIRAUSER10401","- création table ""loan_participants""

- rectifier la recherche de sort tous les participants peuvent suivre l'avancement du loan","28800","0","72000"
"11042","49","JIRAUSER10400","Bonjour,

Le nombre de comptes actifs n'est pas correcte.

Le fichier ""Compte actifs.sql"" contient la requête qui permet de calculer le nombre des comptes actifs.

Les comptes actifs sont les comptes qui ont une balance différente de 0.

Même un compte avec une balance négative doit figurer dans la liste des comptes actifs.","28800","28800",NULL
"11043","50","JIRAUSER10400","Le montant totale décaissé avant 01/01/2017 n'est pas correcte.

Veuillez trouver ci-joint la requête utilisé dans le test","14400","14400",NULL
"11044","51","JIRAUSER10400","Lors du test, j'ai constaté que la date de remboursement du crédit n'est pas trouvable dans le DWH. (La date où la balance est devenu égale à 0.","14400","14400",NULL
"11045","52","JIRAUSER10400","La somme du principale theorique n'est pas conforme au montant affiché dans Abacus.

Veuillez trouver ci-joint la requête utilisé dans les tests.

 ","7200","7200",NULL
"11046","53","JIRAUSER10400","La somme des intérêts theorique n'est pas conforme au montant affiché dans Abacus.

Veuillez trouver ci-joint la requête utilisé dans les tests.

 ","7200","7200",NULL
"11047","54","JIRAUSER10400","Le montant principal en arriéré n'est pas conforme au montant affiché dans Abacus.

PS : Principal arriéré =  Principal theorique - Pricipal Payé ( 0 en cas de valuer négative)","7200","7200",NULL
"11048","55","JIRAUSER10400","Le montant intérêt en arriéré n'est pas conforme au montant affiché dans Abacus.

PS : Intérêt arriéré =  Intérêt theorique - Intérêt Payé ( 0 en cas de valuer négative)","7200","7200",NULL
"11049","56","JIRAUSER10400","Le nombre de jour en arriéré n'est pas correcte.

PS : nombre de jours  = différence entre la date de paiment theorique - date de paiement pratique (mettre 0 si la valeur est négative)","14400","14400",NULL
"11051","57","JIRAUSER10400","Le calcul du PAR n'est pas correcte (peut être lié au nombre de jour en retard).

PS : 9 jours de retard  = PAR 15

 ","7200","7200",NULL
"11052","58","JIRAUSER10400","Le calcul de la provision spécifique et général n'est pas correcte (peur être parceque le nombre de jour de retard n'est pas calculer correctement).

PS : Merci de voir les régles d'affaires dans le fichier excel ci-joint.","7200","7200",NULL
"11053","337","JIRAUSER10600",NULL,"7200","0","7200"
"11054","338","JIRAUSER10100",NULL,"1800","0","1800"
"11055","339","JIRAUSER10100","* DB Setting table (SETTING REQUIRED BPM)
 ** FIELD_VISIT
 ** AUDIT_REVIEW
 ** RISK_REVIEW
 * Modify setting screen (G/C)","14400","0",NULL
"11056","340","JIRAUSER10600",NULL,"7200","0","7200"
"11058","59","JIRAUSER10400","Les statuts des prêts ne sont pas à jour dans la table  Fact Account.

C'est a dire, les status sont pris d'Abacus tels qu'ils sont dans la colonne CuLoan.status sans contrôle.

Par exemple un crédit X à un statut = 4 du 21/05/2018 (jour de décaissement) aux 20/07/2019 puis le 21/07/2019, le crédit passe en perte donc on le trouve avec un statut de passage en perte dans toute la période de chargement dans la table Fact Account. ","14400","14400",NULL
"11059","342","JIRAUSER10100",NULL,"7200","0","7200"
"11060","343","JIRAUSER10501",NULL,"7200","0","7200"
"11061","344","JIRAUSER10600","add icon

responsive table

 ","14400","0","7200"
"11062","345","JIRAUSER10600","Add header with loop icon

add footer

account number to be a text fileld instead of auto complete with mask 

reset instead of refresh

search with ""S""","28800","0","21600"
"11063","346","JIRAUSER10600",NULL,"7200","0","7200"
"11064","347","JIRAUSER10600",NULL,"7200","0","7200"
"11065","348","JIRAUSER10501",NULL,"14400","0","14400"
"11066","349","JIRAUSER10100",NULL,"28800","0","28800"
"11067","350","JIRAUSER10401","!image-2020-06-18-10-18-53-657.png!","28800","0","21600"
"11068","351","JIRAUSER10501","only when status workflow after approval

 ","28800","0","10800"
"11069","352","JIRAUSER10600",NULL,"7200","0","7200"
"11070","353","JIRAUSER10401","BE/FE","14400","0","14400"
"11071","354","JIRAUSER10101","Je propose d'ajouter les rapport agreement dans ACM :

ca va eviter de configurer 2 niveau dapprobation dans ABACUS

Ca suit le workflow

le conseiller crédit, une fois le pret accepté, télécharge les documents a signer, et les scanne dans le GED apres signature et une fois finish, le statut est ready for disbursment et notifier le financier.","7200","0","3600"
"11072","355","JIRAUSER10600","when status in:
 * Disbursment & Case closure
 * cancelled/Declined
 * rejected

afficher l'écran approval avec seulement le bouton exit

 ","14400","0","14400"
"11073","356","JIRAUSER10501","changer le statut dans le workflow

mettre a jour le dashboard onglet cancelled (cancelled+declined)","14400","0","14400"
"11074","357","JIRAUSER10100","comme dans l'ecran approval (par defaut fermé)","14400","0","7200"
"11076","359","JIRAUSER10501",NULL,"0","0",NULL
"11077","360","JIRAUSER10100","Demande license

installation","28800","0","28800"
"11078","361","JIRAUSER10501","Calculate (FE)

le reste BE","14400","0","14400"
"11079","362","JIRAUSER10501","Check approval level

Cancel LA on CBS","28800","0","28800"
"11080","363","JIRAUSER10100",NULL,"86400","0","100800"
"11081","364","JIRAUSER10401","!image-2020-06-15-10-20-46-594.png|width=748,height=289!","28800","0","57600"
"11082","365","JIRAUSER10401","Add Customer number in ACM +except+ in dashboard list (only search)

Name [number]","28800","0","43200"
"11083","366","JIRAUSER10100",NULL,"7200","0","7200"
"11084","367","JIRAUSER10401","Quand je clique sue sort sur n'importe quelle colonne, le titre disparait","14400","0","14400"
"11085","368","JIRAUSER10501",NULL,"3600","0","3600"
"11086","369","JIRAUSER10600","# définir les types de documents possible
 # définir la taille maximale
 # gérer les messages d erreurs si le type n est pas supporté ou la taille n est pas adéquate","28800","0","7200"
"11088","371","JIRAUSER10401","++++ filtres ( exemple date)","72000","0","100800"
"11089","372","JIRAUSER10501","Customer + loan account fields

CRM : Planning + calendar screens

GED: Find + upload screens","28800","0","28800"
"11090","373","JIRAUSER10100",NULL,"7200","0","1800"
"11091","374","JIRAUSER10600",NULL,"28800","0","28800"
"11092","375","JIRAUSER10100","Quand on change d'un écran à un autre, la fonctionnalité ne marche plus","28800","0","1800"
"11093","376","JIRAUSER10600","* Photo client
 ** configuré dans les documents de type client 
 ** enregistré dans le GED
 ** lu à partir du GED
 ** si non dispo afficher ANONYM photo
 * Photo user: afficher ANONYM photo (à développer plustard avec le setting user)","28800","0","28800"
"11094","377","JIRAUSER10600","002-00002548: aucune etoile
002-00027197: une seule etoile ???
 ","1800","0","1800"
"11095","60","JIRAUSER10000",NULL,"28800","0","28800"
"11096","61",NULL,NULL,"28800","28800",NULL
"11097","62","JIRAUSER10400",NULL,"14400","14400",NULL
"11098","63","JIRAUSER10000",NULL,"28800","28800",NULL
"11099","378","JIRAUSER10501",NULL,"28800","0","28800"
"11100","379","JIRAUSER10401","Quand l'utilsateur connecté *n'est pas le owner* de la tache, l'information du client est perdue.

 ","14400","0","14400"
"11102","381","JIRAUSER10100"," total loan is not updated : tester l'api sinon calculer coté FE

changer la position du bouton avec couleur bleu","28800","0","21600"
"11103","382","JIRAUSER10501","In check data workflow, add missing data finded from BE and translate message

 

 ","14400","0","28800"
"11104","383","JIRAUSER10501",NULL,"43200","0","43200"
"11105","384","JIRAUSER10100",NULL,"0","0",NULL
"11107","386","JIRAUSER10600",NULL,"1800","0","1800"
"11108","387","JIRAUSER10100","* remove the note field
 * when sending api, add default note ""Declined via ACM""","7200","0","10800"
"11109","388","JIRAUSER10600","!image-2020-07-01-15-24-11-540.png!

 

[https://demo.dashboardpack.com/architectui-html-pro/elements-timelines.html]

 

Bouton: Activity Stream","28800","0","28800"
"11110","389","JIRAUSER10100",NULL,"14400","0","14400"
"11111","390","JIRAUSER10100",NULL,"14400","0","14400"
"11112","391","JIRAUSER10600",NULL,"28800","0","43200"
"11113","392","JIRAUSER10100","* when new notification, set the text bold (/)
 * add customer name (/)
 * Change colors instead of the blue bar (/)
 * don't send a notif to the user who did the action (/)
 * send the notif only to the assigned person (/)","28800","0","28800"
"11114","393","JIRAUSER10600",NULL,"14400","0","28800"
"11115","394","JIRAUSER10101","* The user can cancel his action at any moment of the process
 ** This ""Cancel"" Button means to cancel the form and not cancel the loan
 ** Nothing will be saved ","21600","0","18000"
"11116","395","JIRAUSER10600","* changer le bouton upload 
 * changer la logique d upload de documents client : ne pas lier au loan","28800","0","28800"
"11118","64","JIRAUSER10400","En cas de paiement de plus que le montant de crédit, le travaille ne constate pas le passage en gain. L'excédent produit reste égal à la balance*-1 avant l'opération de passage en gain.","7200","7200",NULL
"11119","65","JIRAUSER10400","Les champs de provision générale et spécifique doivent changer de l'entier au réel pour constater la vraie valeur de la provision.","3600","3600",NULL
"11120","66","JIRAUSER10400","Le le travaille sur la table de fait FACT_ACCOUNT ne correcte pas les deux champs principaux n'attentent pas d'imputation et intérêt en attente d'imputation lors de l'opération de passage en gain.","14400","14400",NULL
"11121","397","JIRAUSER10401","Catch exception --> Rollback","7200","0",NULL
"11123","399",NULL,NULL,"28800","28800",NULL
"11124","400","JIRAUSER10501","L utilisateur ne peut voit que les client qui font partie de son portefeille ou les portefeuiles de ses subordonnés

Chercher par distinct (customer id)","7200","0","7200"
"11125","401","JIRAUSER10401",NULL,"28800","0","129600"
"11126","402","JIRAUSER10100",NULL,"0","0",NULL
"11127","403","JIRAUSER10100","exemple: customer  hinda, rizgui

!image-2020-06-29-11-05-22-221.png!

!image-2020-06-29-11-05-39-664.png!","3600","0","1800"
"11128","404","JIRAUSER10000","always 0","14400","0","3600"
"11129","405","JIRAUSER10501","!image-2020-06-29-12-13-07-840.png!","3600","0","3600"
"11130","406","JIRAUSER10501",NULL,"28800","0","28800"
"11131","407","JIRAUSER10501",NULL,"86400","0","86400"
"11132","408","JIRAUSER10501",NULL,"14400","0","25200"
"11133","409","JIRAUSER10501",NULL,"7200","0","7200"
"11134","410","JIRAUSER10501","Suite à la réunion de brainstorming avec le PO:
 * Ajouter les rapport agreement dans ACM  (un seul rapport pour le moment: [~soumaya.barkallah] +[~radhouane.homrani])
 * Ajouter la config du template dans ACM_DOC_TYPE
 * Ajouter le bouton download dans l'écran ""UPLOAD SIGNED AGREEMENT"": le template doit inclure les valeurs dynamiques (info du client, du prêt...)","86400","0","86400"
"11200","67","JIRAUSER10400","Le filtre daté dans le rapport est lié à la dernière date de chargement de DW.

Il faut mettre à jour la forme du filtre pour que l'utilisateur ait la possibilité de choisir la date du reporting.","14400","14400",NULL
"11201","68","JIRAUSER10400","Le rapport contient des champs en anglais comme :
 * Loan Balance
 * Unpaid amount ","7200","7200",NULL
"11202","69",NULL,"Il faut mettre les champs nombre sur 3 décimales et mettre DT comme devise.","7200","7200",NULL
"11203","70","JIRAUSER10400","Le calcul du PAR en % pour PAR 1 et PAR 8 est incorrecte. Il faut revoir la formule SSAS.","7200","7200",NULL
"11204","71","JIRAUSER10400","Il faut utiliser utiliser le format 3 décimales et utiliser DT comme devise","7200","7200",NULL
"11205","72","JIRAUSER10400","Conformement au spec, les titres dans le rapport Echéance théorique J doivent être Prinicpale et intérêt théorique et ajouter une colonne qui contient le total théorique","7200","7200",NULL
"11206","73","JIRAUSER10400","Le calcul du PAR et CRD n'est pas correcte dans les deux tableaux du rapport.","28800","28800",NULL
"11207","411","JIRAUSER10600",NULL,"144000","0","144000"
"11208","412","JIRAUSER10501","* enlever les retards (reminders) : Done
 * enlever les taches systemes (technique)  : Done
 * Full name user  : Done
 * category : Done
 * Add date of field visit in the histo : Done

 ","28800","0","28800"
"11209","413","JIRAUSER10501",NULL,"28800","0","14400"
"11210","414","JIRAUSER10600","vert

bold","3600","0","28800"
"11211","415","JIRAUSER10501","* Setting per user
 * Email Y/N

Notifictions par catégory
 * Reminer
 * workflow","57600","0","57600"
"11212","416","JIRAUSER10600","* check field (reject reason)
 * Remove name (sender)","3600","0","3600"
"11213","417","JIRAUSER10401","* Approved amount only when approval (customer decision note)
 * add new column approved amount 
 ** do not update loan amount
 ** use the new column
 * update process setting based on this new column","0","0","21600"
"11214","418","JIRAUSER10501","Default : Sysdate

Contact date: SYSDADE

 

Remove Currency field for Guarantor","7200","0","7200"
"11215","419","JIRAUSER10401","Step Approve on CBS afler upload signed agreement

 ","14400","0","14400"
"11216","420","JIRAUSER10501",NULL,"57600","0","64800"
"11217","421","JIRAUSER10600","Remove incremental

Keep file Name

Add + on the table only on the default documents

Delete : Remove from table new documents added","57600","0","57600"
"11219","423","JIRAUSER10401","Approve L3, L3, L4, le participant ne voit plus le dossier","14400","0","14400"
"11220","424","JIRAUSER10100","* Login
 * Customer User
 * Icons Padding
 * Test responsive","28800","0","28800"
"11221","425","JIRAUSER10401","IP : 172.16.4.186

Utilisateur : root - ACM - tdev

Mot de passe : Talys@Dev","7200","0","21600"
"11222","426","JIRAUSER10401",NULL,"28800","0","50400"
"11223","427","JIRAUSER10401","[~soumaya.barkallah]
 * update BPM : *{color:#00875a}DONE{color}*
 * prendre en considération le montant approuvé lors de chargement des niveaux d'approbations : *{color:#00875a}DONE{color}*","14400","0","14400"
"11224","74","JIRAUSER10000",NULL,"30","30",NULL
"11225","75","JIRAUSER10400",NULL,"28800","28800",NULL
"11226","76","JIRAUSER10000",NULL,"28800","28800",NULL
"11227","428","JIRAUSER10600",NULL,"144000","144000",NULL
"11228","429","JIRAUSER10100",NULL,"28800","28800",NULL
"11229","430","JIRAUSER10100",NULL,"28800","0","28800"
"11230","431","JIRAUSER10401","|ACM_SETTING_GUARANTOR_COLLATERAL|
|ACM_SETTING_LEVEL|
|ACM_SETTING_LEVEL_PROCESS|
|ACM_SETTING_DOC_PRODUCT|

 ","28800","14400","14400"
"11231","432","JIRAUSER10600","|ACM_SETTING_DOC_TYPE|
|ACM_ENVIRNMENT 
(MAX_SIZE_FILE_UPLOAD
ALLOWED_TYPE_FILE_UPLOAD)|","28800","0",NULL
"11232","433","JIRAUSER10501","CRUD GROUP 

HABILITATION","0","0",NULL
"11233","434","JIRAUSER10401","|ACM_SETTING_NOTIFICATION|
|ACM_SETTING_MOTIFS_REJET|
|ACM_ENVIRONNEMENT (REMINDER)|
|GENERAL SETTING (batch period run) ....|","28800","7200","21600"
"11234","435","JIRAUSER10600",NULL,"0","0","3600"
"11235","436","JIRAUSER10600",NULL,"28800","0","46800"
"11238","439","JIRAUSER10401",NULL,"0","0",NULL
"11239","440","JIRAUSER10401",NULL,"0","0",NULL
"11240","441","JIRAUSER10600",NULL,"28800","0","28800"
"11241","442","JIRAUSER10100",NULL,"14400","0","28800"
"11242","443","JIRAUSER10401",NULL,"0","0",NULL
"11243","444","JIRAUSER10600",NULL,"28800","0","28800"
"11244","445","JIRAUSER10100",NULL,"0","0",NULL
"11245","446","JIRAUSER10100",NULL,"0","0",NULL
"11246","447","JIRAUSER10100",NULL,"14400","0","14400"
"11247","448","JIRAUSER10100",NULL,"14400","0","14400"
"11248","449","JIRAUSER10401",NULL,"0","0",NULL
"11249","450","JIRAUSER10100",NULL,"14400","0","28800"
"11250","451","JIRAUSER10100",NULL,"0","0",NULL
"11251","452","JIRAUSER10100",NULL,"28800","0","28800"
"11252","453","JIRAUSER10401",NULL,"7200","0","7200"
"11253","454","JIRAUSER10501",NULL,"28800","0","28800"
"11254","455","JIRAUSER10401",NULL,"0","0",NULL
"11255","456","JIRAUSER10401",NULL,"28800","0","64800"
"11256","457","JIRAUSER10401",NULL,"28800","0","28800"
"11257","458","JIRAUSER10600",NULL,"28800","0","28800"
"11258","459","JIRAUSER10401",NULL,"57600","0","50400"
"11259","460","JIRAUSER10501",NULL,"14400","0","14400"
"11260","461","JIRAUSER10501",NULL,"57600","0","57600"
"11261","462","JIRAUSER10501",NULL,"28800","0","28800"
"11262","463",NULL,NULL,"2736000","2736000",NULL
"11263","464",NULL,NULL,"1440000","1440000",NULL
"11264","465","JIRAUSER10600","* I18N 
 * BE

 ","0","0","72000"
"11265","466","JIRAUSER10600","Create the customer 

Create the loan application (individual product)","28800","0","28800"
"11267","468","JIRAUSER10600",NULL,"28800","0","28800"
"11268","469","JIRAUSER10100","Create the customer 

Create the loan application (Group product)","28800","0","36000"
